,Tweet Text,Informativeness
8188,RT @itsBLB: Girl sweeps him off his feet. Hurricane Sandy.,on-topic
8189,RT @_The_Lost_One: @_masterZeus @israel24_24 right ! Hopefully he didn't die in the hurricane like Melany thinks gonna happen-______-,on-topic
8190,RT @FauxJohnMadden: BREAKING:  National Weather Service projects Mark Sanchez to be a bigger disaster than Hurricane Sandy.,on-topic
8191,'Frankenstorm': Worse than sum of its nasty parts: WASHINGTON     (AP) -- The storm that is threatening 60 milli... http://t.co/6meSlsiM,on-topic
8192,RT @kyleallnight: Hurricane? I'll drink to that.,off-topic
8193,RT @stevelevine: Hurricane Sandy and oil: Perhaps “the biggest demand destruction event in history.” #sandy @quartz http://t.co/o8vaxoXx,on-topic
8194,Hurricane Sandy: Social Media Resources - http://t.co/0oyOEsKS https://t.co/f7ka5nKD,on-topic
8195,"RT @GottaBeMobile: Google Cancels LG Nexus 4, Nexus 10 Event Due to Hurricane Sandy http://t.co/OmANvfmW",on-topic
8196,RT @NASA_GoddardPix: The latest full disk image of Earth puts Hurricane Sandy into perspective...it's massive: http://t.co/nCMDD4TV #fra ...,on-topic
8197,RT @SandysHurricane: DIS BITCH WAS LIKE I'M DYING AT HURRICANE SANDY TWEETS AND I'M LIKE YOU ABOUT TO BE DYIN IN REAL LIFE HOE.,on-topic
8198,RT @huang_apiaries: On 51. Our hurricane Sandy cameras. http://t.co/raVSDrJd,on-topic
8199,"RT @TurtlemansDog: Wish we could figure out a way to wrestle a hurricane and release it back over water. Until then, pray. #Sandy @turtl ...",on-topic
8200,"@tara_atrandom There's a difference between, Be alert, prepare, stay informed and ERMAGURD FRANKENSTORM IS COMING!  STAY TUNED!",on-topic
8201,@joejonas oh comeon joe just a tinny little. hurricane,on-topic
8202,RT @NASA_GoddardPix: The latest full disk image of Earth puts Hurricane Sandy into perspective...it's massive: http://t.co/nCMDD4TV #fra ...,on-topic
8203,"RT @UreMainIsMySide: A hurricane is not cuddling weather, fuck is wrong with you.",on-topic
8204,"Hope for the best, PREPARE for the worst. #Sandy #Frankenstorm",on-topic
8205,@aSandyHurricane: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE SANDY KARDASHIAN. DKM!,on-topic
8206,RT @Devyn_On_Demand: People are honestly over reacting about this hurricane like calm the fuck down,on-topic
8207,Even during Hurricane #Sandy the US Army still guards the Tomb of the Unknown Soldier at Arlington National Cemetery http://t.co/PyjlEY8e,on-topic
8208,@HuffingtonPost in a hurricane I am really thinking how I can make a gourmet meal WTH way to go @HuffingtonPost #Sandy,on-topic
8209,RT @itssjade: I hope the hurricane wipes my school out,on-topic
8210,RT @tanlou68: Just got off phone with a friend in New York ?? waiting for #hurricane #sandy \I hope Mother Nature is kind to our USA frie ...,on-topic
8211,"fuck you, hurricane. I'd like to practice and get ready for #playoffs",on-topic
8212,RT @AinTime4That: Hurricane sandy? Ain't nobody got time for that!,off-topic
8213,@liiindseyyy412 @catania8820 I thought hurricane season was over http://t.co/fbZNCOkQ,on-topic
8214,"RT @HurricaneSandyw: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE SANDY. PLEASE R ...",on-topic
8215,RT @maryjblige: Hurricane Sandy is serious but this to shall pass. Stay strong people!,on-topic
8216,RT @HuirricaneSandy: You think Hurricane Sandy is all fun and games until you lose power and wifi.,on-topic
8217,RT @chelsearobb95: the hurricane doesnt actually start till tomorrow evening so yous can calm your balls and ovaries please and thank you,on-topic
8218,One thing I miss about being home is Hurricane Schwartz and his ridiculous bow ties,off-topic
8219,RT @NASA_GoddardPix: The latest full disk image of Earth puts Hurricane Sandy into perspective...it's massive: http://t.co/nCMDD4TV #fra ...,on-topic
8220,RT @DH_OFA: Here’s one simple thing you can do—text REDCROSS to 90999 to donate to hurricane relief efforts.,on-topic
8221,RT @HuntsmanLiddy: MVP journalist for hurricane #Sandy goes to @AliVelshi.,on-topic
8222,RT @whitehouse: President Obama on Hurricane #Sandy: Take this very seriously: http://t.co/joUrWYJd Photo @FEMA today: http://t.co/byv ...,on-topic
8223,"RT @BigFrankenStorm: NOT AS CRAY AS BEATING A WOMAN THO. RT: @chrisbrown stay safe, east coast! this hurricane is craz!!!",on-topic
8224,RT @donpoyssick: What if #GangnamStyle is actually a rain dance and we have brought Hurricane #Sandy on ourselves? http://t.co/0Dre93QL,on-topic
8225,RT @hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3,on-topic
8226,Haven't been able to read about Hurricane Sandy without thinking about Grease. #IWasATheatreKidOnce,on-topic
8227,This hurricane prolly isn't even gonna be bad we still have school! #BullShit,on-topic
8228,"The library will remain CLOSED TUESDAY, OCTOBER 30, due to Hurricane Sandy. We hope to re-open Wednesday morning.",on-topic
8229,RT @AFrankenStorm: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic
8230,RT @MERMAIDProb: Hurricane sandy is gonna fuck up everyone on land. #humanprob,on-topic
8231,Stuck in this hurricane so ill be writting up a storm..,on-topic
8232,RT @AHurricaneSandy: OH MY GOD KAREN YOU CAN'T JUST ASK A HURRICANE WHY SHE'S ONLY A CATEGORY 1.,on-topic
8233,Emotional Care for Children in a Disaster - tips for parents #SANDY #frankenstorm http://t.co/WTvRlg2l #DT @operationSAFE,on-topic
8234,"RT @MaryErpenbach: Tsunami on west coast, hurricane on east coast. Well played, Mayans. #2012",on-topic
8235,RT @Baseball_lango: Rename Hurricane Sandy to Hurricane A-rod... It won't hit anything!,on-topic
8236,RT @MelSwavey: I Secretly Want This Hurricane To Blow My School Down.,on-topic
8237,Hurricane Sandy is a prime example that we are destroying our own planet!!! #globalwarming,on-topic
8238,RT @CiaronOReilly: POSTPONEMENT Bradley Manning Oct 30th. hearing & solidarity actions postponed due to Hurricane  http://t.co/pMTFNbgG,on-topic
8239,RT @torianakalise: Hopefully no school moday because of hurricane sandy.,on-topic
8240,Hurricane Sandy is making it cold as my heart up in North Carolina.,on-topic
8241,"#HurricaneSandy RT @God_Damn_Batman: My hurricane survival kit: bottled water, candles, radar invisible black jetboat.",on-topic
8242,7.7 earthquake at home. Hurricane here. My location doesn't seem to matter right now.,on-topic
8243,RT @LadiesLoveLauny: Hurricane Sandy Tomorrow ! Hide Yo Kids Hide Yo Wife !,on-topic
8244,"RT @jerseyjournal: Hurricane Sandy forces Newport mall in Jersey City, other Simon shopping centers to close: If you were thinking ... h ...",on-topic
8245,The Dominican struggle during hurricane sandy is lack of platanos.,off-topic
8246,RT @parislemon: Hurricane Awesome Weather has made landfall in San Francisco. Category 5. Extreme sunshine and joy warning. Evacuate you ...,on-topic
8247,"RT @petside: If you want to help pets affected by Hurricane Sandy, the HSUS is accepting donations: http://t.co/ryGsOI9K",on-topic
8248,Praying for everyone in New York! Batten down the hatches. @AlexYudelson RT Hurricane approaching NYC: http://t.co/JxXAfHYu  (@juneambrose),on-topic
8249,My parents keep referring to this 4 day hurricane weekend as the Holliday. #offdoesntmeanholliday #itsahurricane,on-topic
8250,BREAKING NEWS - HMS Bounty Crew Abandon Ship In Hurricane http://t.co/8rKKZE0Y,on-topic
8251,"The Hurricane Hasn't Even 'Hit' Yet, And The Flooding Already Looks Like This http://t.co/hdCIOnur #sandy",on-topic
8252,Tune into Weekends with @AlexWitt @msnbc at 12:50p est when we talk with #FEMA Director Craig Fugate on #Hurricane #Sandy preparations.,on-topic
8253,RT @ChristopherFTL: Work Cancelled Monday and Tuesday Due to Hurricane Sandy. I'm Delighted.,on-topic
8254,School being cancelled is going to give us a full day to say goodbye to our families BEFORE HURRICANE SANDY KILLS EACH AND EVERYONE OF US,on-topic
8255,Whats dolo ? RT @doloBASED: ANYONE REMEMBER THE FIRST DOLO GIG WAS DURING HURRICANE IRENE LMFAOOOO YERRRRR ROUND 2?,off-topic
8256,Hurricane Sandy is coming to Queens (and beyond) - http://t.co/cH5grZHH,on-topic
8257,"Too little too late RT @NiemanLab: NYT WSJ, Baltimore Sun, drop paywall for Hurricane Sandy coverage. http://t.co/x0Ytu2i6",on-topic
8258,Hurricane evokes fears on East Coast http://t.co/NabGynyj,on-topic
8259,Video: Hurricane Sandy forces MTA shutdown in NYC http://t.co/4DJccShH,on-topic
8260,RT @hurricannesandy: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic
8261,"You know... Other than the hurricane, it's pretty nice outside :/",on-topic
8262,RT @HuffingtonPost: Hurricane #Sandy seen from space (VIDEO) http://t.co/NiUqXSVW,on-topic
8263,Air National Guard mobilized in #Syracuse for Hurricane #Sandy relief http://t.co/OWqzOA8K #sandyCNY,on-topic
8264,"Northeast braces for hurricane: While Hurricane Sandy heads toward the coast, residents prepare for the worst. http://t.co/zfeKMUTi",on-topic
8265,"I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 2941 others http://t.co/aK1e1TDP",on-topic
8266,RT @maya_brannon: People need to chill about this hurricane. It's just wind and rain #forreal,on-topic
8267,"RT @Pill_Poppin: CNN: Breaking News: Hurricane sandy is approaching at fast speeds, make sure your weave is in properly.",on-topic
8268,@msdaisy425 hello! enjoying the hurricane yet?,on-topic
8269,I was legit about my knee high socks FUCK WITH THIS HURRICANE SANDY http://t.co/LINweuPX,on-topic
8270,"RT @fema: What to do before, during, and after a #hurricane. On the web: http://t.co/XurOvjjR On your phone: http://t.co/xz5hNhXR #Sandy",on-topic
8271,"NYC hurricane preparedness appears to unanimously be having charged geek devices, beer, and backup beer. #Sandy",on-topic
8272,RT @ramones_shirt: U DON'T EVEN HAVE TO WORRY ABOUT HURRICANE SANDY ANYMORE BECAUSE ILL BE THE ONE BLOWING ROOFS OFF OF HOUSES IF THEY D ...,on-topic
8273,RT @CrazyHoneyBooBo: Hurricane Sandy wouldn't be here if Patrick would've just stopped making fun of Texas.,on-topic
8274,RT @TheNextWeb: Y Combinator extends application for Winter 2013 class to November 2 because of Hurricane Sandy http://t.co/mXbT8PUn by  ...,on-topic
8275,RT @x0_saraidy: Patiently waiting for hurricane sardayday..,on-topic
8276,U.S met office issues a stark warning that Hurricane Sandy has been upgraded to a British Summer,on-topic
8277,"RT @SirChocolate_: Why Does All The Hurricanes Gotta Have White People Names .... Wtf , Hurricane Sandy ... What About Hurricane Laqui ...",on-topic
8278,RT @HuffingtonPost: Hurricane Sandy set to make history  http://t.co/I7dfL5lY,on-topic
8279,"RT @HurricaneSandyw: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE SANDY. PLEASE R ...",on-topic
8280,RT @MatthewBarnett: Praying hurricane Sandy evaporates! Prayers to everyone on east coast!,on-topic
8281,RT @JosephKahn: Kim Kardashian dressed as a mermaid in NYC while hurricane threatens lives. Did she dress like a flight attendant on 9/11?,on-topic
8282,RT @AFrankenStorm: DA GUY ON DA NEWS WAS LIKE 'IT'S GONNA RAIN' NO SHIT NIGGA IT'S A HURRICANE.,on-topic
8283,@killer_cam_: Sandy blows trees more than anyone I know should've said... hurricane sandy blows more wood than *enter schools name* Hoes,on-topic
8284,RT @confident_NOego: Why do we have school ? Aint we supposed to have a hurricane or sumn ?,on-topic
8285,RT @SydneyKay_97: The Hurricane Sandy twitter page &gt; lmfao,on-topic
8286,"RT @Shocka_Proppa: HEY lenape school district, this might sound CRAZY, but we JUST HAD A HURRICANE, so CANCEL SCHOOL, maybe? ??",on-topic
8287,Mystic Seaport weathers Hurricane Sandy with minimal damage http://t.co/YyK30Ef2,on-topic
8288,RT @Szozdapalooza: I'm procrastinating just because I think the hurricane is gonna be bad enough...if its not bad enough and we have sch ...,on-topic
8289,"Like really, am I the only one that realizes we just had a hurricane?",on-topic
8290,This damn hurricane...it's about to be a long week,on-topic
8291,RT @AP: Forecasters say the projected storm surge from Hurricane #Sandy is a 'worst case scenario' http://t.co/tKaA2o9n -RAS,on-topic
8292,RT @KevinHart4real: Now I'm about to jump on this plane & Hall Ass to the West coast b4 Hurricane Sandy comes & jumps on my ass. ...,on-topic
8293,RT @PeerIndex: Siri Is The Absolute Worst Source Of Information About Hurricane Sandy\“I don't see any reports of hurricanes.” http://t. ...,on-topic
8294,"RT @ayeeitslucien: this is insane, my heart goes out to jersey and everyone who was affected by the hurricane.  you're in my prayers ?? h ...",on-topic
8295,Today's Viral Victoria part 2 - Hurricane Sandy news reporter live shot edition http://t.co/wZzIeWgR,on-topic
8296,"Massive Hurricane Sandy takes aim at East Coast, 1/3 of US to be affected, could become largest in decades.. http://t.co/zlcqbVzO",on-topic
8297,RT @sickipediabot: Hurricane sandy has now been downgraded to a British summer.,on-topic
8298,@mcbainsandy dinnae be a wank hurricane sandy and enough with your winds #lolz,on-topic
8299,RT @lilduval: If this was Florida we would be having a hurricane party.,on-topic
8300,"RT @AntDeRosa: Once she hits the UWS, it's Hurricane Sandra and won't leave until someone calls her a town car",on-topic
8301,HOUSE OF THE DAY: Stay Dry From The Hurricane In This $28.9 Million Santa Barbara Home #Tech #News http://t.co/8ordcsiU Business Insider,on-topic
8302,"RT @newsbusters: Gingrich: Obama Cancels Campaign Trips Due to Hurricane, Didn't Cancel Them Over Benghazi http://t.co/AwQF5FdP",on-topic
8303,RT @MattWebb333: Were do they even make up these hurricane names???,on-topic
8304,"@Feliciamabuza I hope your not affected by hurricane sandy, stay safe#We-Love-Untie-Felicia",on-topic
8305,RT @imDeMarque: Hurricane Sandy wouldn't be here if Patrick would've just stopped making fun of Texas.,on-topic
8306,Blog: 28 Photos You'll Want To See Before The Frankenstorm Decimates The East Coast http://t.co/ugz8p8Uu,on-topic
8307,Sandy is a bitch hurricane if this was hurricane Katrina yeaup that would be a diff story,on-topic
8308,RT @TheFakeCNN: BREAKING: Frankenstorm headed to the Jersey Shore and can't wait to get white-girl wasted.,on-topic
8309,Horse showing with a hurricane on the way ????? #equestrianproblems,on-topic
8310,Relation to mesn girls!!!! @AHurricaneSandy: OH MY GOD KAREN YOU CAN'T JUST ASK A HURRICANE WHY SHE'S ONLY A CATEGORY 1.,on-topic
8311,via @PatDollard Watch: Car Powerslides Into Journalist’s Hurricane Report http://t.co/tr6gZ955 #twisters #teaparty,on-topic
8312,JOHN DEWEY HIGH SCHOOL affected by hurricane sandy huge explosion and burst of flames in south brooklyn VIDEO http://t.co/pAWmUyVf #NY1Sandy,on-topic
8313,Lmao I wanna be high as fuck durring this hurricane but NO my mom is ode bout me smoking !,on-topic
8314,RT @lolojones: I survived hurricane katrina. I Left Louisiana only to be followed by a hurricane in NY. I'll be in the next Final destin ...,on-topic
8315,HAARP Engineering 'FRANKENSTORM' Hurricane Sandy - CAUGHT on SATELLITE and RADAR!!! - YouTube http://t.co/bvdmGoRO,on-topic
8316,"Frankenstorm hovers over east coast, sparks evacuations - Herald Sun: Frankenstorm hovers over east coast, spark... http://t.co/rIQZrnsJ",on-topic
